platform,komentar
YouTube,"Terima kasih baang

Sesuai dengan ultaahku hehehehe"
YouTube,Aduhhh ....nunggu tayang di netplik kapan yeaaaaaaaaa 😢😭😭😭
YouTube,"Ini LPM di atur gak nih? Jangan terlalu rapet LPM nya, takut keram perut gua ntar... 😂😂😂😂"
YouTube,ahhh keren kali bahhh
YouTube,Kimbeklah nengok trailler nya aja udah buat penasaran
YouTube,Gas
YouTube,Full KOMIKA yg semuanya lagi Naik Daun😂😂
YouTube,nonton sama boru sasadaku pastinya lah🥰🥰
YouTube,letsgoooo🔥🔥
YouTube,abang abang ku ga sabar kali ah nonton klen berdua sm mantan ku siapa tau balikan ye kan
YouTube,"AAAA GA SABARRR NONTONN
WISHLIST FILM 2024"
YouTube,"gx sabar pengen cepet nonton, udah keliatan kayanya ini seruuuuuu"
YouTube,Lucu bgt 😂
YouTube,GASABAR GASABAR GASABARRRRRRR
YouTube,"NONTONNN WAJIBBB, JANGAN CUMA SEKALI YAAAA GUYSSS.. KITA GASKAN LEBIH DARI SEJUTAAA🙌🙌🙌🙌🙌"
YouTube,"Permisi teman2😂,ada kah disini yang tau gmn caranya bisa DM bg Bene? Atau ada yg tau email nya ga ya? 
Sungguh ingin mengutarakan sesuatu buat beliau...
Btw...ga sabar mw nonton film nya bg bene...sukses terus buat klian"
YouTube,"Orang2 itu lagi,  Circle2 itu lg. 

Boring."
YouTube,harus nonton sihhhhh
YouTube,1.5 jt kami garansi koh
YouTube,1 febuari asu masih lama
YouTube,Nah ini agak laen ni dari film laen 😂 PENASARAN NJIR
YouTube,Setannya batak cokkk 🤣🤣🤣🤣
YouTube,Setane gak patuuuuut 🤣🤣🤣seketika langsung ngakak..
YouTube,ANJIR SUMPAH TRAILERNYA AJA NGAKAK KALI BAH
YouTube,aku mau nontooooonnnn
YouTube,0:31 Saya cuma ketawa pas liat adegan arief didu lari ketakutan terus mati. entah kenapa akting terlihat natural dan tidak melucui seperti aktor aktor tahun 80an
YouTube,wah kocak nih 🤣
YouTube,Wih seru kayaknya
YouTube,Anjeeeng lucu kali lah we dr trailernya ajaa wkwkwk
YouTube,Pasti lucu ni
YouTube,"Ngeri2 sedap bah hati abang2 ku ini menunggu tahun depan, balik modal gak yaaaa 😂"
YouTube,mantep yg kaya gini gini nihhh patut di tunggu
YouTube,Fress sih blm buat film indo
YouTube,Ternyata premis Perempuan Tanah Jahe Enam dipake beneran...😂
YouTube,Ayooo kita nonton ...ga sabar ih😂
YouTube,Agak laen emang haha
YouTube,Fulll boked pasti di hari pertama
YouTube,"Terharu sendiri. Dari obrolan dgn Ko Ernest, bs sampe jd film beneran ❤ biarpun ku jauh di Singapore & ga bs nonton bioskop, klo tayang di ott, saya pasti tonton 😂❤"
YouTube,"memang agak laen kau bang. adegan orang mati kau ketawain. emang cocok lah kau nonton pilem ini bang, sama-sama agak laen kalian hahaha.."
YouTube," @tsaniaafdaulay  astaga serius aku, lucu kali liat aktingnya Arief Didu lari lari sampai mati . Kayak bukan akting"
YouTube,Amin
YouTube,Masih dekat ke Batam itu kk hehe
YouTube,Singapura deket kali bang
YouTube, @cisco639 beliin tiket ferinya ke batam dong. 😂dikira murah apa beli tiket feri PP Singapore Batam 😵‍💫
YouTube,Ahir nya bang Oki diajak main film..😭
YouTube,Februari lama kali bah
YouTube,Terwajib ditonton
YouTube,Satu juta penonton yee kan..
YouTube,ANGIN DUDUKK WKWKWKWK
YouTube,"""Kelen ini hantu, harus seram. Gak bisa kalau cuma modal jelek.""

Njirr.. gini doang dah ngakak aku 🤣

Tek-tokan timing-nya itu loohh.. yang bikin jadi tambah lucu 😂

Jadi gak sabar nunggu 1 Febuari ❤"
YouTube,"😂😂😂SOPAN KALI MANGGIL ANTU😂😂😂😅
BATAK KALI.."
YouTube,Kalo ada babeh pasti lebih pecah lagi nii
YouTube,Kapan ni rilis nya
YouTube,Trailer nya aja lucu mampus.
YouTube,masuk daftar
YouTube,Setan ne Batak 🤣🤣🤣🤣🤣
YouTube,Waaa bagus bgt masalah yg diangket wkwkwkwkwkwk gak sabar mo nonton 10 kali biar 10 jt penonton wkwkwk
YouTube,"Full komika gk mungkin gk lucu lah wkwkwk produser, sutradara komika semua wk"
YouTube,wow menarik nih temanya
YouTube,Gak sabar kali pengen nonton ini. Kapan lagi ya kan liat hantu main film
YouTube,Aaaaa ga sabar nontonnya!! Pasti lucu bgt😂
YouTube,"Wih Mak, jadi nggak sabar awak mau nonton nya. Baru lihat cuplikan tayang nya aja dah ngakak awak."
YouTube,Menunggu abah pican 😊
YouTube,Anjay ngomongin nih film sama bang Ernest baru 4. Bulan yang lalu
YouTube,Semoga tayang di bioskop Taiwan
YouTube,Gk sabar loh pengen nntn🎉
YouTube,Ada nopek all inn
YouTube,Fix film pecah rekor komedi tahun 2024 si ni
YouTube,Seru banget 😂😂😂😂😂😂
YouTube,Kren wak
YouTube,"harusnya dari trailer, ini bakalan jadi top film komedi indonesia tahun depan!!!!! Klo ga tayang di thailand, malaysia, singapore, dll SAYANG BANGETTT!!!"
YouTube,"Gak Mungkin Gak Lucu Ini,,Di Tunggu Movie Nya Agak Laen..
Sehat Selalu Untuk Semua Yg Terlibat Dalam Pembuatan Film Nya..🎉🎉🎉🎉🎉🎉🎉"
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa. Uda mau  Natalan Lho kita nih
YouTube,Seru bgt ini... 😁
YouTube,Agak laen ni film wkwkw😂😂
YouTube,"Bang pras disini kumel banget yampun, ku ulang ulang terus, ini bang pras bukan sih kok jelek banget, pas liat tato angka sepuluh nya baru sadar kalo ini emang bang pras😂😂😂"
YouTube,Bang Boris tadi kukira aming hahahahaha
YouTube,Tissa ngapain disini lucu banget😂😂
YouTube,LUCU BANGETTTT AAAA
YouTube,"rumah orang miskin!, temponya langsung naik dan terus nonton trailernya hahhaa"
YouTube,Joke nya yg paham orang indo bro. Ga paham orang luar joke batak 😂
YouTube," @Agno247  jokes batak ga kentel ah , secara komedi masih relate kok ini actoutnya🤣"
YouTube,​ @Agno247 orang malaysia selalu paham jokes indonesia sih bang. Mereka biasa nonton film kita
YouTube,Faham boss...bataknya tidak susah mau faham...lagi pun ada translate..​ @Agno247 
YouTube,Sedang ditayang di Malaysia.
YouTube,Joke nya ketebak jadi biasa aja
YouTube,​​ @davehafid3979 Jokes film indonesia semuanya dibawah film ini
YouTube," @davehafid3979  kan film komedi, bukan acara komedi, nonton film beli moment nya juga wkwkw, nonton ama pasangan seru sih kemaren wkwkw"
YouTube, @davehafid3979  biasa aja hampir 10jt 3 bulan baru turun layar
YouTube,Di Singapore Udah ada Cuman di 3 bioskop doang
YouTube,Udah tayang di luar negeri kok
YouTube,Pencarian goggle : Bombabola
YouTube,Buset buzzer
YouTube,ga sabarrr nnton cuy !!!
YouTube,"keren kali looooo
masih keingetnya episode sama ko ernest kirain boongan aja ternyata bener dijadikan film ini ,
yoook ramaikaaaan yooook"
YouTube,"Agak laen satu Grup lawak yang solid dan diakui Pakde Indro. Agak laen punya keunikan dan diferensiasi jelas yang dapat bikin grup ini solid dan eksis. Sebagai Individu punya kesibukan, aktifitas dan karirnya masing-masing namun ketika bergabung dalam grup saling melengkapi dan tidak ada yang menonjol semuanya punya karakternya masing-masing. 

1,5-2 Juta Penonton tembus ini 2024"
YouTube,"Imajinari pertama buat drama•comedy trus diikuti romance•comedy sekarang lanjut lagi jadi horror•comedy, ga sabar selanjutnya!"
YouTube,paten kali abang abang ini
YouTube,"iya.. angin duduk... 🤣🤣
gak sabar nonton.."
YouTube,tanggal berapa ini di puter?
YouTube,Berangkaaattt…
YouTube,"konsep rumah hantunya, ngingetin pee mak 😂😂😂"
YouTube,ketua ketua awak mantap kali memang
YouTube,1jt penonton pasti sih 🎉🎉🎉
YouTube,Pingin nonton
YouTube,"NONTON TRAILERNYA AJA GW NGAKAK 
WAJIB, HARUS, FARDHU AIN BUAT DITONTON 😂"
YouTube,"Klo ini sukses, yakin banget aku group seperti GJLS juga bakal masuk radar koh ernest (Imajinari) buat jadi film juga."
YouTube,"Berharap bisa jadi judul yg lain juga seperti warkop, terus jadi banyak filmnya."
YouTube,GA SABARRRRRRRR 😍😭
YouTube,Pass mau masuk bioskopnya harus tebak2an kuis dulu gk ya 😂
YouTube,Pasukan tanpa marga siap menyerbuuuuuuu tiket
YouTube,Meriah kale 🤣🤣
YouTube,Wahaha sepertinya bagus film ini
YouTube,"Minus babe sama lolox bah, 😅😅"
YouTube,Di tunggu🔥
YouTube,Spill pengalaman nonton sendiri di bioskop donk😭mau nonton tapi gada temen
YouTube,lucu bangett fakkk
YouTube,GASABAR!!!!
YouTube,"Fix lah, 1 juta Pasukan Bermarga siap membanjiri bioskop2...!!! 💪💪💪"
YouTube,WHUAAAH PENGEEEN BANGET NONTOON
YouTube,EMANG BOLEH SE KOMIKA INI ISINYAAAAAAAAAA❤️🧡💛💚💙💜🤎🖤🤍♥️
YouTube,Harus nonton ga boleh engga!
YouTube,😢😢😢 gak bs nonton lgsg
YouTube,“cook setane batak coook” 😭😭😭😭
YouTube,"trailer nya aja udah ngakak, apalagi ntar full movie nyaaa wkwk"
YouTube,you had me at 'bukan salah bantal ini' aduh ngakak!
YouTube,Angin duduk 😂😂😂😂😂
YouTube,"benar udah si jegel, sejuta tembus ini.. mantapppp!!!"
YouTube,Haaaa gak sabar pen nonton
YouTube,BESOK AJA TAYANGNYA BISA GASII??? GA SABAR MAU NONTON!!!!
YouTube,"Trimakasih imajinari, acho & agak laen uda ditayangin pas tgl ultah aku, gak sabarnya  mo ktawa2 aku di bioskop, Insya Alloh tembus 2 juta"
YouTube,Tayang di malaysia plisss 🙏🙏
YouTube,Macam gini mah 3juta penonton. Tembosss!
YouTube,Nyiapin motor untuk jalan 1 jam 50 menit ke sengkang buat ktawa2 di bioskop di hari ultah aku
YouTube,Gas banda Aceh medan. Buat nonton 1 Februari
YouTube,"Full standup comedy semua ya, ngk sabar nunggu nya"
YouTube,Yg nonton dua kali 😂😂😂
YouTube,Waini
YouTube,Angin duduk gak tuu... 😂
YouTube,"pas bgt temanya pemilu ""Hantu Politik Bergentayangan"" hehehe..."
YouTube,Lucu nih 😂
YouTube,wah seru lagi nih keknya
YouTube,"Filem ini nanti disiar di platform on-line nga?  Saya di seberang Lautan Pasifik pak, nga bisa ke bioskop"
YouTube,"Trailernya aja udah keren, jadi gak sabar"
YouTube,Anggi Marito 🥰
YouTube,Bner gx boong si koh Ernest 😅 jadi juga film buat si ank2 agak laen ini.. gokil pecah nti nih hahaha
YouTube,"Gokil lucu banget, baru trailernya doang ini"
YouTube,Njirr arief didu mati jantungan wkekwkwkwkwk😂😂
YouTube,edann trailernya aja uda lucu kali gini bahhhh😂😂😂😂😂
YouTube,Eh bisa lebih cepat tayang tak
YouTube,Aaah tahun dpn 😍
YouTube,Gasss  g sabar nonton😂
YouTube,Bangsatt baru trailer aja udh lucu 😅😅😅
YouTube,Setannya batak toh 😂
YouTube,Sama wehh...mengsedih
YouTube,BISA 1 JANUARI AJA GAA TAYANGNYAAA???!!!!! MAU CEPET NONTON FULL!!
YouTube,Angin duduk😂
YouTube,😂😂😂
YouTube,INGFOKAN TANGGAL TAYANG ABANG-ABANGDA
YouTube,Asli horor komedia tulen bukan nggak tanggung tanggung
YouTube,1jt seminggu ini
YouTube,"Gilak kelen di bikin ya, rame pulak kelen bikin kawan komika itu ya 😂🎉👍"
YouTube,AIHHH KEREN KALI KETUA KETUA KITA🔥🔥🔥🔥
YouTube,"Aku dah 16 tahun loh ga nonton ke bioskop, tapi kali ini aku mau sempatkan utk jadi bagian pelem agak laen. Sukses yaaaaa. Semoga 1 thn = 1 pelem dari kalian. Aamiin 🤲"
YouTube,"Jadi deal2an sama Ernest di podcast itu serius, dan dah dikerjain  jg. Perasaan belum lama nonton podcast nya, ini sdh ada trailer"
YouTube,"Ku pikir 1januari,pas baca comment ternyata 1February.semoga bisa."
YouTube,Kayaknya oki mencuri perhatian nih😂
YouTube,Gokil!
YouTube,fix nonton ini mahh kudu harus
YouTube,wajib tonton biar tiap tahun ada terus pelemnya kayak warkop
YouTube,Film kek gini 1jt ? Yaaa 2 lah kalau bisa mah lebih
YouTube,Ku tunggu lah
YouTube,anjiang🔥🔥🔥
YouTube,keren
YouTube,YEYYY!!
YouTube,mau cepet2 nonton
YouTube,"Aslii sii yakin bngt bakal lebih dr 1jt loh.. aku yakin bakal ngalahin ngeri"" sedap.. yakin kali akuu"
YouTube,ga expect jadinya horror comedy wkwkwk
YouTube,Apasihhhh ya Allahhh wkwkkwkwkw masih ngakak aja beneran jadi film🤣🤣🤣 insya Allah bakalan nonton di bioskop
YouTube,Ih seneng kali lah wak tayangnya di bulan lahir aku. Jadi hadiah ultah nih fix
YouTube,"Kalo film komedi harus lah premisnya lucu, trailernya ini aja udah bikin penasaran... gasss lah pasukan bermarga"
YouTube,Namanya nopek gk masuk di kredit .. Apakah cuma muncul sekali 😂😂😂😂
YouTube,The next warkop
YouTube,Udah gak sabar nih...klo liat pemain nya dominan komika gini... 😂😂
YouTube,Ah gak sabar kali aku tunggu sampai Februari. Udh langsungkan aja besok lah bang🙌🏻🥲
YouTube,sedap kali warna plus gerak kameranyaaa. pasti nontonnn!
YouTube,ahhh❤
YouTube,Lhes ayo...... Tayangke
YouTube,Cukk setane batak cookkk🤣🤣
YouTube,Dinasti komika .... chuaakkzz
YouTube,GAK SABARRRR
YouTube,Yg aku suka dari IMAJINARI adalah..para komika yg jadi pemainnya...GOKSSSS...emang..
YouTube,"Paaaakkk, sibuk gak??  Sopan kali kau manggil HANTU.. 🤣🤣🤣"
YouTube,"Ngakakkkkkkk, padahal masih trailer"
YouTube,gasabaar🔥
YouTube,"1 februari? 
tah nyampe tah gak nyawaku buat nonton ni film di bioskop"
YouTube,pak gunadi...oh noo
YouTube,Siap booking tiket aku
YouTube,"wkwkwkwk gw suka premis nya,,, keinget film lawak2 tahun 1980-an kayak warkop,😂😂"
YouTube,Aksjjssjjshsjsha keren kaliiiiiiii😭
YouTube,nonton trailer ini suda 1000×
YouTube,Makkkk gak sabar kali ah liat akting nya ketua bene wkwkwkwkwk
YouTube,Menonton ini demi melihat akting ketua Bene. Mending mana dibanding Katakan Suntuk
YouTube,Wah... Akhirnya main film kelean semua Bang😂
YouTube,"بإذن الله 
lebih dr 2juta ❤"
YouTube,gilee dari trailer nya aja dah seru batt
YouTube,Humorku sebatas angin duduk
YouTube,Nopek😂😂😂😂setan e batak to..
YouTube,Harus liat gak sii
YouTube,angin duduk yaaaa wkwkwk
YouTube,"Masuk Akal juga 1 Februari, Enak disuruh nunggu lama, mome pemilu 😂😂😂"
YouTube,"Lumayan ada hiburan, sebelum pencoblosan"
YouTube,bisalah lah ini nonton 1 keluarga nanti
YouTube,Pasti ku tonton
YouTube,"Dah dijamin 1jt penonton sama ketua jegel, jadi pasti filmnya lucu, ngakak kocak😂"
YouTube,Ih gk sabar 😦
YouTube,"penerus warkop nih abang2 satu ini, semoga jadi banyak film"
YouTube,"GOKIL, trailer nya aja udah ngakak kocak!!!🔥🔥 cant wait ketuaa❤"
YouTube,tolong gruduk tubruk bioskop klean lah pada opening day supaya pilem ketua ketua ini tembus sejuta lebih bahkan🔥🔥🔥🔥
YouTube,MAKIN GAK SABARRRRRRR
YouTube,Astagaaaaa tuhaaann 1 februari msi lamaaaaa... Kenpa gak besok ajaaaa.. Sudah mupeng ini
YouTube,inni emas dan ttp bakal masterpiece buat fans podcast agak laen!!
YouTube,Hantu angin duduk 😂😂😂
YouTube,Trending kn
YouTube,Akhernya banyak jugak porsinya bang Oki Rengga 😂
YouTube,Wajib nonton
YouTube,AKHIRNYAAAAAAAAAAAA can't waitttt
YouTube,Keren2
YouTube,Wajib nntn sih ini.. Wajib 1jt penonton lebih jg
YouTube,'setane batak tooooo' 1:10
YouTube,Beneran jadi film kelen ya banggg😂😂😂 film yg wajib ditontonnnn
YouTube,kapan ini tayang di tiktoknya wa? 🤣🤣🤣
YouTube,bagus
YouTube,baru trailer aja sudah terpingkal-pingkal ketawanya. palagi full movie...nda sabar nunggu
YouTube,Jaminan jutaan views ini ketua 🤣
YouTube,Visualnya sih menjanjikan
YouTube,Kayaknya endingnya nanti ada credit title
YouTube,Aku suka3 😂
YouTube,"Mantap memang ketua beneee, Oki, komandan boris dan jegel. nda maen2 ektingnya bah"
YouTube,Wah mantapp ini trailernyaa
YouTube,"Kalau liat trailernya si, ini lucu pasti filmnya 😂"
YouTube,Terharu aku woy 😊😢
YouTube,"Pemainnya rata2 komika,, seruuuu nih"
YouTube,Bagus production value nya! Trailernya keren!
YouTube,Lucu bgt anjir ga sabarrrrrrrrrrhhhh
YouTube,Mantab akhirnya keluar
YouTube,"Bakal nonton ini ke bioskop nih, siapsiap 1 juta penonton ko ernest💥"
YouTube,ketua ketua ku... ga sabar
YouTube,Ga sabar weee
YouTube,Nopek : setannya Batak 😂
YouTube,Lama kali 1 februari dah gak sabar nontonnya
YouTube,gokillll
YouTube,nggak sabarrrrrr
YouTube,Wiihhh.. udh ada trailernya..👏👏 seru kyk nya ni... agak laen emang ni film 🫰✌️👍
YouTube,1 februari lama kali bangsat
YouTube,Ga sabaaarrr!!! Kayanya kocak sih.. all in di atas 1jt penonton hoho
YouTube,Anying angin duduk😂😂
YouTube,"Gokilll trailer nyaa , up up 1jutaa lebih penontonnya aminn , HORAS. Agak Laen Maju Terus Amin GBU 🙏🏻👍🏻👍🏻"
YouTube,GAK SABARRRRRR
YouTube,😂😂😂
YouTube,Mantap🎉🎉🎉
YouTube,terharu aku ketua
YouTube,pasukan tidak bermarga siap meramaikan!
YouTube,Pasukan Sunda Pride siap merapat. Can't wait liat Komandan Boris & Ketua² lainnya 🔥
YouTube,Tak sabar menunggu…. 🫶🫶
YouTube,Mari kita serbu bioskop
YouTube,Taruhan terbesar jegel😂
YouTube,"Kayaknya bakal petjah, nih. Ngga sabar nunggu Feb 2024! 😆"
YouTube,angin duduk🤣🤣🤣🤣🤣
YouTube,weee lama kali February ini
YouTube,Hanya bisa mendukung hasil karya mereka dengan cara mennton film ini ... Di tunggu waktu tayangnya ... #Memang Agak Lain ...
YouTube,100% komika semua nihh.. mantap.. 😂
YouTube,"1 juta penonton, kita patenkan pasukan bermarga 🤜🤛"
YouTube,masih lama ternyata bah
YouTube,Masihhh lamaaa niannn
YouTube,Buat versi parody bang kalo udah rilis nanti
YouTube,"Pasti nontonnya harus ke medan dulu, ya kan bang..?"
YouTube,Emang di Aceh ada bioskop bg 🗿
YouTube,"Pertama baca nama reflek bacanya ""slangkangan"" ternyata sengklekman hahaha sorry ya malum udah malem"
YouTube,goksss lah udah pastiii
YouTube,"""TOOO SETANE BATAK TOOOO"" ASU LAH NOPEK 
🤣🤣🤣🤣🤣🤣"
YouTube,Gas terus ketua
YouTube,Anjir ternyata obrolan sama ko ernest serius wkwkw
YouTube,nonton gengs!
YouTube,Gas
YouTube,ga sabar mau nontonnnn😭
YouTube,"Seandainya bisa tayang lebih awal, ketawanya bisa lah jadi pembuka tahun baru :-P"
YouTube,"lucu filmnya para ketua, cuman tolong lah sound ngegetinnya dikurangin. apalagi nanti pas dibioskop, jantungan awak"
YouTube,mending nonton ini daripada nonton film item putih di bioskop bikin mata sakit.
YouTube,CANT WAIT
YouTube,Keren
YouTube,wajib ku tonton ini
YouTube,Kok gak kaku bang bene
YouTube,Gasabar
YouTube,GASABAR KALI PENGEN NONTONNN
YouTube,UMAKKK TRAILER NYA AJA LUCU KALIIII 😂😂😂 GA SABAR AKU LAAAAAA
YouTube,Kerennnnn
YouTube,"Pemain nya comedy konsultan semua, mana ada ga Geeerrrrrr ini film .. Gasskaan pasukaan!!!!!!!!!!!!"
YouTube,"ikut bahagia dengan semua pencapaian agak laen,,semoga nanti tembus 1jt views"
YouTube,Baru kek gini aja saya sudah ngakak..
YouTube,Ketuaaaaa
YouTube,auto nonton di hari pertama
YouTube,Gasabar nunggu tayangnya wak 🎉🎉 pasti 1 juta penonton ini mah
YouTube,❤❤❤❤❤❤❤
YouTube,❤❤
YouTube,1:25 ekspresi komandan kaku emang sangat sesuai dengan julukannya
YouTube,Boleh g sih ini nintonnya bawa anak umur 11 tahun???
YouTube,"Pasuka bermarga siapkan pasukan , kocakk parahh bisaa lah tembus diatas 1 juta ini 😁😁😁"
YouTube,setane batak cokkk
YouTube,"Ini diaa film pertama dari grup lawak Sumatera Utara, AGAK LAEN😂. Belum nonton tapi sudah berharap ada film"" lainnya, aamiin"
YouTube,"[edit] beda versi dengan yang diputar di bioskop 30 November kemarin 🧐

seandainya aku cuti, pasti ku tonton 🤤"
YouTube,Kok ga ada tretan muslim
YouTube,Angin apa yg bisa buka kursi lipat? Angin duduk ya kan? Wkwkwkwk. Best nih. Wajib nonton!!!
YouTube,HAYUU LAAH BOX OFFICE SMEOGAAAA!
YouTube,Tontonan paling di tunggu ini wak
YouTube,Ketua bene kenapa lucu kali kulihat ya. Kaku kaliii 🤣
YouTube,NAMA GUS NOPEK GK MASUUK GMNA INIIIII😡
YouTube,akhirnya kiper ke 3 maen film 🔥
YouTube,"Wow KEREN BANGET 👍
Tahun ini shooting, tahun depan tayang 🥳
Dan tanggal bertepatan dengan hari ulang tahun nih 🎂 bagi yang merayakan nya 🎉"
YouTube,😂 emang sumatera utara agak laen dr pd daerah sumatera lainnya
YouTube,"Yg di bioskop itu teaser bang, yg ini baru trailer"
YouTube," @aslapamungkas836  oh gitu ya 😅
maaf-maaf 🙏"
YouTube,Harus nonton fix..😂
YouTube,"ya Allah, izinkan film ini ditonton lebih dari 1 jt penonton 😭🙏 🤍"
YouTube,gara gara podcast akhirnya jadi film...
YouTube,Yg kena serangan jantung arif didu gasih?
YouTube,sayang kali aku sama klen 😭
YouTube,Kacooo iniiiiiii mantap kali laeee
YouTube,Duh nggak sabar buat nonton klean
YouTube,Akhirnya bang oki rengga maen filem
YouTube,Anjaaaaaay
