platform,komentar
YouTube,setan e batakkkk 😂
YouTube,BANGGA SAMA KALIANN 😭 ❤
YouTube,❤❤ FILM PERTAMA HOROR KOMEDI SETELAH SEKIAN LAMA. DARI TRAILERNYA AJA UDAH PECAH PASTI 👍👍👍👍
YouTube,Udah gak sabar pgen nonton
YouTube,"Tembuslah 2jt penonton ini..
Ga sabar woy nunggu 1 Feb 2024!!"
YouTube,gila beneran jadii 😭😭
YouTube,yah masih lama:(
YouTube,"Bisa besok aja gak sih tanyangnyaaa, ga sabar. Kocak bgt ya Allaaah"
YouTube,"sebenernya aku tu udh waswas bgt di awal krn temanya bakal horror, sedangkan aku gabisa film hantu2 gitu. kirain bakal SEHORRORR itu kyk di film2, trnyata engga WKWKWKK syukur deh jadinya bisa nonton 🤣
dan lagi aku jd penasaran bangett sma endingnya mrk bakal gimana........ ih aku gabisa nebak lagi anjir... apakah mrk bakal kena ""karma""? ADUUHH FEBRUARI MASIH LAMA LAGI😩😩😩😩😩"
YouTube,Full Cameo Komika 🔥🔥
YouTube,"oki tinggal pake celana pendek jalan merangkak, udah persis kayak smeagol yg di LOTR. #1jt_penonton"
YouTube,Idem kak😅😅😅
YouTube,lama kali bang 1 Februari 🔥
YouTube,😅😅😅😅😅😂😂😂😂😅😅😅😅
YouTube,Pasti 1 juta penonton ini mahhhh
YouTube,Hahahhaah
YouTube,Fix... nonton biar balik modal abang2 ini...
YouTube,Yrailernya dah lucuu
YouTube,😂
YouTube,aaaaaaa
YouTube,TUMBEN BANG BENE GA FLAT 😂
YouTube,"Kita boikot kalo sampe gak ada intro 
Boris : ""ki, sebelum kita mulai filemnya, belikan lah dulu abang rokok ki.... ""
Jegel : ""aku titip apalah ini, kopi""
Bene : ""aku mau martabak kali lah""
Oki : ""mana duitnya?""
Jegel : ""ih, pakailah dulu duit kau""
Oki : ""pake duitku dulu? Mak, AGAK LAEN bah""
Teng teng teng
Muncul judul AGAK LAEN 😂😂😂"
YouTube,Siap ke bioskop
YouTube,🎉
YouTube,"Tentang orang mati jantungan trus dikubur diem2, hmmmm pasti ide film ini dari Oki"
YouTube,"ga mungkin ga lucuu, produser, sutradara, pemain semuanyaa komika 🔥 fix harus lebih dari 1 jt penonton inii"
YouTube,fak Angin Duduk.. lucu lagi :face-blue-smiling:
YouTube,"1 februari, gaskan.... Kita pasukan tak bermarga juga tak sabar pengen nonton."
YouTube,Kelas abang abang
YouTube,Semoga sukses .....
YouTube,Waah unik & menarik nih ceritanyaa 😅. Agak laen emang. Gak sabar pengen nonton.
YouTube,Oohh disini mamat jd polisi yg viral di twitter
YouTube,Kalo gk ada lagu agak laen kita harus tantrummm 😂
YouTube,"Up terus, biar di dengar kan"
YouTube,Mesti masuk ni 😅
YouTube,2 jt ini mah
YouTube, @T.ak27  aamiin
YouTube,😊😊😊 ayo kita tidur​ @T.ak27 
YouTube,5 juta lah ayo limpul taro buat geli geli ya kan
YouTube,3jt yakin x aq
YouTube, @alfinfebrian2861  aamiin
YouTube,Lebih 3 juta keknya ini
YouTube, @sabilalmuhtadin6101  aamiin
YouTube,"Batak kali klen bah, limpul pula awak baca"
YouTube,haloo saya dari masa depan.. udah tembus 1 juta bang 😁😁
YouTube,"😂 lucu x 
Kalen komen rasa lelang barang !!!
kalo aku 5,5 jt penonton ✨"
YouTube,Udah nonton vibesnya penonton yg ngakak seruangan bikin makin ngga bs berhenti ketawanya sampek perut kaku😂😂😂sering sering yg bikin film ginian utk therapy kesehatan mental
YouTube,dikasih beban🤣
YouTube,Udah 1 juta bang di hari ke 4 penayangan
YouTube,5 juta breh
YouTube,Menuju 6 juta ygy
YouTube,Udah lebih dari 5jt
YouTube,gasskan 7 juta lah klean tak penasaran tengok oki cs jd manusia silver ?😂
YouTube,Udah 6 jutaa pun mantap kali lah tinggal nunggu orang iti jadi manusia silver
YouTube,Yg bilang nggak lucu kenalan dulu donk sm pemain2nya. Komika2 top bgt. Kalian belum tahu dunia komika.
YouTube,Udah 6 jt
YouTube,Sudah 6jt lebih 😂
YouTube,Sudah 7 juta banggg🎉
YouTube,"Udh 8,2 juta penonton"
YouTube,"9,8 jt wak"
YouTube,Pasnya berapa nih?
YouTube, @fajaralibudiman5738  100rb - 200rb udah syukur
YouTube,2 juta sih
YouTube,"pastiiiiii,,,,"
YouTube,Hmmm benarkah ??? 😵‍💫
YouTube,"Gak yakin aku cuma 5,5 JT,  fix 6 JT penonton. Aku pasang 25rb taruhannya 😂😂"
YouTube,Beban anjeeeng😂
YouTube,Llllllili8🎉🎉🎉🎉reed
YouTube,"Lucu banget ini, 9/10. Selera film gus top notch, go ahead and watch."
YouTube,Sudah 1 juta baru 4 hari rilis 🎉🎉
YouTube,lebih mas untuk hari ini
YouTube,beneran bro wkwkwk
YouTube,"udah 1,2 JT nih"
YouTube,Malah sudah dua juta penonton per tanggal 8 Feb...
YouTube,Hari ini 2juta
YouTube,8 hari udh 2jt lebih
YouTube,"Kenapa gag ada yg seperti pelawak² zaman dulu ya, ada ke yg ngikutin SATU AJA, pasti FILM KOMEDI INDONESIA MENDUNIA seperti dulu"
YouTube,Udh 4 jt
YouTube,Udah 4juta🎉🎉🎉🎉🎉
YouTube,Wkwkw udah 4 juta keless
YouTube,Udh tembus 4jt
YouTube,Udah masuk 4juta otw mau 5juta guys 😂
YouTube,Otw 5 jt bang
YouTube,Ga lucu liat trailernya apalagi filmnya
YouTube,Udah 5jt bang
YouTube,udh 5 jt
YouTube,udah 5jt penonton😂
YouTube,"fakta bg, penonton nya udh mau 6jt, sy yakin bisa 10jt ini"
YouTube,​ @cicaksudahberani rekor penonton terbanyak film apa ya di Indonesia?
YouTube,Humor gue doang yang beda kayanya 😅
YouTube,udh 6 juta real count nya malah
YouTube,Sudah nonton dan emang lucu banget
YouTube,7 juta
YouTube,"Udah 6 jt we, emang kocak kali org ini 😂"
YouTube,7jt inmh
YouTube,"Just info, udah 6jt"
YouTube,udah hampir 7jt wkwkkw
YouTube,"well, uda 7 juta+ gess"
YouTube,Udah 7
YouTube,7 juta sudah bg
YouTube,7 juta boy saat ini wkwk gokil
YouTube,terakhir update 7 jt penonton
YouTube,"Sdh 20 juta lebihh,, jagooo👍👍"
YouTube,udah 7jt penonton ini mah
YouTube,Udah 7 juta 😂
YouTube,tembus 7jt kerenn
YouTube,7 juta
YouTube,2 kali gue nonton ini . Anjing emang ketawa ampe nangis
YouTube,Sudah 7jut
YouTube,Udah 7jt guys
YouTube,Sudah tembus 7jt wir...
YouTube,Udh 7juta mlah
YouTube,Sudah 7 jt 😅
YouTube,Terpantau menuju 8jt gaesss
YouTube,Aku 7 jt
YouTube,Udah 7jt lebih 😂🎉
YouTube,Udah 7 juta ajee
YouTube,sdh tembus 7juta penonton!!!
YouTube,7jt cuk😂
YouTube,Tembus 7 juta
YouTube,sudah 10 jt
YouTube,udh 7 juta
YouTube,"Udah 7,5 juta"
YouTube,"Udah 8,3 juta"
YouTube,Udah 7juta ni bang
YouTube,Sdh lebih 7 jt penonton saking lucunya❤❤😂😂
YouTube,Satau
YouTube,Eh BTW UDAH 8JT INI BANG
YouTube,Udah lebih 8 juta bang😂
YouTube,Udah 10 juta wei 😅😂
YouTube, @MuhammadTaufiq10  wah masa?? Ngelewatin KKN ini??
YouTube,Sudah tembus 7 juta
YouTube,7 juta gaesss
YouTube,Menuju 9 juta😂😂
YouTube,Udah 8jt aja nih
YouTube,Udah 10 juta bro
YouTube,Tembus 9juta boss... 🚀🚀🚀🚀🎉🎉🎉🔥🔥🔥🔥🔥
YouTube,Akhirnya 9 juta penonton di Bioskop...
YouTube,Udah 9 juta ni bos 😂
YouTube,"Dan kejadian kan, udah mau 10jt malah
Kita yakin sih, kalo abis lebaran masih ada di bioskop.
FILM TERLARIS SEPANJANG MASA ini mah"
YouTube,"Sudah 9 jutaan penonton. Peringkat ke 2 setelah film KKN didesa penari yang 10 juta 60 ribuan, Kalau film KKN waktu itu ditayangkan lagi ya dibioskop dengan  diselipkan scene2 yang baru ke film kkn nya sehingga penontonnya bertambah. 
Nah sebaiknya nanti film agak laen juga melakukan itu.. Menayangkan lagi film nya dibeberapa bioskop dengan diselipkan Scene2 baru sehingga penonton yang udah nonton  jadi nonton lagi.. Dan penonton yang belum sempat nonton jadi Bisa nonton dibioskop. Sepertinya akan mengalahkan jumlah penonton KKN deh.. Dan akan jadi Nomor 1 penonton terbanyak film agak laen ini."
YouTube,9 juta malah 😅😅
YouTube,9 juta bang 🎉
YouTube,Dan ternyata 9 juta lebih
YouTube,Otw 10 juta bang
YouTube,Damn 9 jt
YouTube,Uda tembus 8.9jt bang
YouTube,Sudah ready di platform online kah?
YouTube,"hari ini 14 mei 2024 udah tembus 9,13 juta Penonton. ... tpi ane belum nonton wkwkwkwkwkkw"
YouTube,Udah 9 juta
YouTube,2 jt😊😊
YouTube,Sekarang tembus 9juta
YouTube,Iya betul .. lihat cuplikannya aja ngakak bgt . 😂😂😂
YouTube,Aamiin
YouTube,​
YouTube,2 jt
YouTube,Comcon awwe gak mungkin gak lucu
YouTube,tembus 500rb aja udah syukur lawak kalian
YouTube,​ @tarmandolam sdh tembus 5jt penonton nih
YouTube,"​ @tarmandolam udah hampir tembus 4 juta, lawak kali kau tlol"
YouTube,​ @tarmandolam lawak kali kau
YouTube,"Gua Tertarik nnton ini, krn ada geng titik kumpul😅"
YouTube,SUMPAH SERU KALIIII. GA EXPECT TERNYATA BAKAL KAYAK GINI???
YouTube,Kereennnnnnn pokokny
YouTube,Bang Arief didu baru nampak langsung mati XD
YouTube,premier di bioskop mana bang?
YouTube,penerus warkop
YouTube,"sumpah gasabar banget pengen nonton!😭😭🫶🏻 cameonya tu bnyak bangettt anak2 komika, jd penasaran juga sma akting mrk.. ada bang praz, mamat, trus bnyak juga anak2 hahaha corp, bahkan ada nopek WKWKWK jujur aku ngerasa kyk lagi nunggu film ngeri-ngeri sedap tayang waktu tu, seee-excited itu!
semoga sukses yaa abang2kuuu!! 🫡🫡🫡"
YouTube,"Jadi gk sabar pgn nonton, siap di list tanggalnya"
YouTube,"Dari omong2 becanda ke ko ernest sampai jadi Seperfect ini, dahsyat, salut lah g ada lawan kelen, podcaster pertama di indonesia yg dibuat film, bravo agak laen... Salam pasukan bermarga..."
YouTube,gak sabar
YouTube,"Trailerny aja lucu 
Apalagi ceritany 😭🤣 ..
Anak komika Indonesia 😩👏❤"
YouTube,1jt views ramaikan 😂
YouTube,"titik kumpul dibikin juga, nanti bikin dah imajinari universe"
YouTube,"Fix lewat ini mah 1jt penonton, isinya komika semua dan artis papan atas😂"
YouTube,Duh boleh gk sih segak sabar iniiii....
YouTube,Gak klen bikin hantu Begu ganjang yang terkenal di Medan itu ketua 😂
YouTube,Sopan kali kau panggil Hantu 👻😂😂😂
YouTube,Pasukan Bermarga Asli Ambon Hadir.....
YouTube,"Saingan Warkop DKI the series ini. 
Dulu ada warkop skrg agak laen the series"
YouTube,Bisa langsung tayang ga sih?! Langsung serbu bioskop terdekat
YouTube,Bermula dari iseng2 nodong koh Ernest...😅
YouTube,🔥
YouTube,"Gk cuman cameo , pameran utama, sutradara hingga prodeser. Semuanya komika"
YouTube,Cuma satu scene keknya..
YouTube,Gibran ada jakarta selatan blokm square  habis    nonton bareng sama mama saya agak laen   seru habis komedi dapet sedih dapet terharu sama bertiga kasih reting 9/910
YouTube,Dari iseng2 nodong koh Ernest akhirnya jadi beneran dan serius 😂
YouTube,omaiiigatttttt lucuuuu kaliii wehhhhhh
YouTube,omg  Bang Arief jdi bapak2 kurang berubtung
YouTube,Wajib nonton nih
YouTube,"kek gini bang, ada banyak yg mau ku komen :
1. kenapa rumah hantu ada spgnya, pocong seramnya kakakkk boleh kaaa 🤣
2. kasian om arif didu, suting buat meninggal aja hahah
3. mati salah bantal, jokes apa ini woyy hahahha
4. SETAN BATAKKKKKK KIMAKKKK HAHAHAHHAHA
5. cita-cita mamat jadi anggota bersenjata terwujud akhirnya
6. Setan angin duduk ini komedi apaaaaa
dll, kelen tambahlah, capek aku terkekeh. New Film Genre Unlock, Horror Agak Laen !!!!"
YouTube,agak laenn ni trailer hahahaha
YouTube,mantap smeagol
YouTube,Betul betul ditunjukan sama ketua kaku skil dia berakting mantap!!!!!
YouTube,"Kok lama kali feb tayangnyaaa, udah gak sabar ini lhooo 😅😅😅"
YouTube,"Unik ceritanyaa, seruu ini semoga bisa nonton nanti 🤩"
YouTube,Serbu Supaya Ketua Jegel Tidak Maluuu
YouTube,Wajib nonton sih ini dari trailernya aja udah seru begini 😂🔥🔥🔥
YouTube,Ketua tayang besok ajalah
YouTube,Agak laen👏👏👏
YouTube,Lama kali 1 februari 😢
YouTube,ANGIN DUDOK YAKAN WKWKWKWKW
YouTube,GOKIL!!!!!
YouTube,Kereeeenn bangett
YouTube,Anggi marito
YouTube,Setane batak 😂😂😂
YouTube,"waahh paten kali bah , jadi penasaran"
YouTube,"2. doi kan jadi hantu juga bang ada muncul di belakang kwkwkw

paling ngakak tiap mau mulai, ritual di kencingin dulu wkkwkw"
YouTube,​ @kences666 berarti yang membawa rezeki ke rumah hantu itu Otong nya jegel
YouTube,oh itu arif didu
YouTube,Jelas filmnya sangat berchandya.
YouTube,Seru bgt lagi trailernyaa🎉
YouTube,ANGGI MARITO SIMANJUNTAK  MAEN PELEM BAHH
YouTube,"seneng bangett, sampe nangis dikit wkwk, tau banget ini tu impian kalian berempat ❤"
YouTube,makin nampak acting kelas internasional dari ketua Bene wkwkwkw
YouTube,WAJIB KU TONTON INI!!!! SERIUSNYA ITULAHHH KU BILANGKAN SAMA KELEN AJAK KENGKAWAN PASUKAN BERMARGA DAN ENGGA BERMARGA SEMUA NONTON YA WEEE
YouTube,TERBAIK ABANG AWAK!
YouTube,Yes. ayo kita ramekan 1 feb 2024 di bioskop2 biar abang2 kita ini balik modal. 🎉🎉
YouTube,"kapan in kapan ., ajeeeeeng baru trailer udah kocak.ga sabar pen nonton full nya di bioskop"
YouTube,sabar menanti
YouTube,"Di liat"" bakal seruh ni😮"
YouTube,Mantap Mantap.. emang agak laen ah.. 😍😍😍
YouTube,Siap mendukung ketua Jegel
YouTube,konsepny terkeren ini🔥🔥🔥
YouTube,"buruan klean putar pilmnya, tak sabar aku ini klean buat"
YouTube,siap noton bos
YouTube,ah sueeee penasaran banget plot twist nya hhaha
YouTube,Wih ada gus nopek nih 👏
YouTube,wuoppp jelas nontonlah awak ye kan..
YouTube,Wajib nonton lah ini wak
YouTube,Wkwkwkw geeerrrrr😂😂😂😂
YouTube,setane Batak 😂😂😂😂😂 pi nopi😂😂😂
YouTube,Wajib tontonnn
YouTube,Oki jadi smaegol where's my riiiinggg..
YouTube,liat trailer-nya aja udah ngakak..
YouTube,Kren
YouTube,tembusss ini 1 juta penonton ku tengok
YouTube,Emang agak laen
YouTube,angin duduk😂😂😂
YouTube,🔥🔥🔥
YouTube,oi kok lama kali klean tampilin di bioskop oi.
YouTube,"""Setane batak, To!"" Gus Nopek cameo'ne mak jossss!!"
YouTube,Yg psti awak tim 4 Februari 😂😂😂
YouTube,"Wah tayang sebelum pemilu, agak laen. Bisa kali buat pengalihan isu, biar hasilnya agak laen."
YouTube,Kerrreeeeenn abang2 awak ni dibikinin film
YouTube,Ilang lah damage komandan kita ini 😅
YouTube,"""SCARY MOVIE"" nya indonesia ni 😁👍🏻"
YouTube,HAHAHAHAHA GABISA INI TERLALU LUCUUUU
YouTube,GASABARRRRRR😂😂😂😂😂 KOCAK
YouTube,"Ini ya yg di nego jegel sama koh Ernest,, 2jt views di bioskop harga mati 😅😅"
YouTube,mantabs
YouTube,MY PRECIOUS!!!!
YouTube,aamiin
YouTube,jama'ah cabang jatim hadir
YouTube,ga sabarrr nihhh 🔥🔥
YouTube,"Mantaaap abang2kuuu, siap nonton hari pertama🎉"
YouTube,😂
YouTube,angin yang bisa buka kursi lipat= angin dudok!! 🤣🤣🤣🤣🤣
YouTube,Siapp menonton di bioskop
YouTube,"Wah Kren jugak bang Bene ini ah, jarang2 soalnya yekan kita liat dia pemain utama"
YouTube,"Produser, sutradara, talent...komika semua. Mantap."
YouTube,Ishh... gk sabar 🎉🎉🎉🎉
YouTube,kerreeeen abang2 ini wooiii
YouTube,"""To... setan'e batak to..."" Asuuiii lucu tenan!! 🤣🤣🤣🤣"
YouTube,Setanya orang Batak toh😅
YouTube,Ga ngelawak tp ko lucu😀😀
YouTube,1 juta penonton? ah cetek kali lah itu. sejam tembus ini sejuta!!
YouTube,"Bagus sih, cuman kok isi trailernya kok hampir inti cerita😢😢. Semoga waktu rilis gak mengecewakan lah ya ceritanya"
YouTube,Boleh nih film wkwk tapi masih lama yak
YouTube,"Anjay, fresh from the oven ternyata, kirain telat nonton

Sebagai keturuan klan Samiko, diusahakan bisa nonton hari pertama"
YouTube,"tembos la ini kalo cuma 1 juta, lucu kali klen lo bg"
YouTube,😂😂😂
YouTube,Pasukan siappp
YouTube,AH LAMA KALIIII...KUBAKAR NANTI BIOSKOPNYA KALO LAMA.
YouTube,"isi trailernya sejauh ini masih sama kok kayak yang diceritain Acho dan Agak Laen sendiri di podcast podcast, premisnya ada yang mati di rumah hantu"
YouTube,kan belom tau kita banyak plot twist nya atau engga
YouTube,Blm tau endingnya
YouTube,Tembus ni 1 juta penonton
YouTube,"1 FEBRUARI bangetttt 😢😢😢😢😢😢😢😢😢😢😢😢 


Lama kali lohhh wehhhhhhhhu"
YouTube,"Parah banget dah, tayangnya masih lama 
Hidup ketuan ga mungkin tenang ini. di bikin penasaran pasukam mu ini"
YouTube,"tengok klen lah nanti, 3 kali kutonton"
YouTube,Aahh lama x poun maennya... Kimaklah.. Cepatkan aza. Lah woiiii
YouTube,setane batak hahaha
YouTube,"gak sabar, udah nungguin semenjak belum ada youtube nih"
YouTube,Weis keren kali lah 🤣👏👏👏
YouTube,Yo bisa yo dukung 1 juta taruhan inda ini
YouTube,Kaku kali bah si Bene ini 🤣🤣
YouTube,Uda gak sabar nengoknya
YouTube,"Aduh bisa ga sih tayang nya cepetan, pas libur nataru gitu"
YouTube,"Ehhh february kiii... 
Saya pikir akhir tahun ini.. 
1 juta penonton dari jegel di tunggu kawan - kawan"
YouTube,"Memang lah, tangan dingin bapak Andi Wijaya aka Awwe berkolaborasi dengan bapak Muhadkly Acho ini betol2 gak perlu diragukan lagi. Kekeh kali baru trailer aja padahal 🤣"
YouTube,Pasukan bermarga salam dari kutacane aceh tenggara ketua🙏
YouTube,Endingnya 🤣🤣🤣
YouTube,"""Angin duduk yakan?""

I DIEDDDDD 
🤣🤣🤣🤣🤣🤣🤣🤣"
YouTube,Sudah siap untuk sjuta view
YouTube,Kerenn.. Dijamin 2 juta sih ini
YouTube,"yang main , AVENGERSNYA stand up komedi indonesia 
pasti sangat pecah sekali tawanya"
YouTube,"Bunuh diri namanya kalo rilis pas natal dan tahun baru
Film Hollywood itu banyak yg narget nataru"
YouTube,kursi lipat kebuka krn anginnya mau duduk 🤣Ya Tuhan
YouTube,mamat jadi polisi wkwk
YouTube,kayanya omongnan jegel bakalan 1juta bisa kejadian nih
YouTube,Weeee 1 februari 🎉🎉🎉
YouTube,Harus kah awa pulang Indonesia dulu biar bisa nongton film ini bah andai bioskop hongkong mutar jga film ini bagia lah ku ini nasib ank rantau bah galau ku di buat nya
YouTube,"AHHHH PATENN KALI AHHH KLEANNN, SAMPEKK NANGIS TERHARU AKU NENGOK TRAILER NYAA LOO😭😭😭 DARI PRODUSER, PENULIS & SUTRADARA, SAMPE PEMAIN2NYA SMW KOMIKAA. GAK SABAR NUNGGU 1 FEBRUARI😭🤧"
YouTube,wuhuuuuuu❤❤🎉🎉🎉
YouTube,Anjing lah lama kali januari ah!
YouTube,Akhirnya yang ditunggu tunggu 🔥🔥🔥
YouTube,Kita pecah kn 1/February di bioskop Medan
YouTube,Tahun depan gak tuh.. Semangat
YouTube,"gasabarr, udah nungguin dari sebelum syuting nih, semoga box office filmnyaa 🔥"
YouTube,"Anjeng nonton trailernya aja komedi komedi podcast agak laen kali wkwkw pas bagian nopek "" setannya batak""🤣🤣🤣"
YouTube,Ini baru ngeri ngeri sedap. Merinding awak 😂😂
YouTube,bismilllah semoga ramaiiii ketuaaaa
YouTube,Kerennnn kali bahhhh ga sabarrrr ntn nya bang
YouTube,WOELAHHH GASABAR MO NONTONNN
YouTube,Harusnya sih lucu ya. Dari premisnya aja udah agal laen memang.. 😅😂
YouTube,otw oscar
YouTube,"Angin apa yang bisa buka kursi lipat?

ANGIN DUDUK"
YouTube,"Omak, wajib Oscar bang Bene itu"
YouTube,Tolong lah abang2 ku @agaklaenofficial undang bang Mongol stress kenapa . Uda mau  Natalan Lho kita nih
YouTube,Tunggu tahun 2024 ya...
YouTube,"Gw denger nya setannya bapak😂 ternyata batak, emang agak laen kuping saya kl tanpa subtitle😅"
YouTube,Kapan lah ini?? Lama kali
YouTube,Ini kalau ga 1 jt penonton nih kasian bang jegel
YouTube,Trailernya aja uda kocak 🤣🤣🤣🤣🤣🤣
YouTube,"Gila gila gilaaaaakkkkk..  past part novek ""setannya batak tho ?!"", Juanccccckkk"
YouTube,"Dah gak sabar ni, kayaknya sedih filmya ni"
YouTube,Kocak habis neh kenya
YouTube,Buhh kerenn abiss abang abang awak ini🥰🔥🔥🔥🔥
YouTube,bisa ini 4 juta penonton kan ketua??
YouTube,premisnya menarikkk😂
YouTube,letsgoooooooooooooooo
YouTube,Pecah nyaaa
YouTube,Ya Allah.. Trailer ajah lucu bet..
YouTube,"Ayok..pasukan bermarga dan kawan semuanya...rame kan ...ini udah digaransi sama jegel,sejuta penonton"
YouTube,Top kali ketua ini wkkwk
YouTube,Jadi kan tayang di tiktok ini ketua?
YouTube,udah lama kutungguu !!
YouTube,Ngerii😂😂😂
YouTube,LAWAK KALI ASLI LAH GAK BOHONG AKU
YouTube,"Pas kali ah,awak kerja di pasar malam"
YouTube,siap menonton 1 februari nanti 🔥
YouTube,februari awaall
YouTube, @and-i3e  ahh lamaaaaa 🤣
YouTube,"Kok 4 juta pula
400 juta pun bisa"
YouTube,Gassss (agak telat nya aku)
YouTube,"""Setannya Batak""🤣🤣🤣"
YouTube,Aaahh masiih lama kalii laah film nii cemanaa ito2 kuu...ga sabar laah...😂
YouTube,Kapan rilis ni
YouTube,Ramekaannnn🔥🔥🔥
YouTube,Ih bener bener agak laen 😂
YouTube,PECAH KALI BAH
YouTube,Lama kali February ketua
YouTube,Mari kita lihat 1:58
YouTube,👍
YouTube,wah gila sih gasabar banget nonton filmnya
YouTube,Acara yg awak tunggu² 😎👏
YouTube,Yey
YouTube,Masih menunggu 😅
YouTube,GASGASGAS
YouTube,inilah film anak anak komika yg sebenarnya 😂😂😂
YouTube,tim uda pantengin nih
YouTube,Aku yg pertama nonton bang 😂😂😂
YouTube,yang ditunggu tunggu
YouTube,1 Februari 2024
YouTube,Bukan comic 8 ya 🤭🤭🤭
YouTube," @OmnivoraMan1981  kalo comic 8 cuman cast nya yg komika, kalo yg ini, dri investor, produser hingga cameo nya, hampir semua dri komika"
YouTube,Tayang nya di mana
YouTube,😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮
